country,year,male_bmi,male_bp,male_expectancy,female_bmi,female_bp,female_expectancy
Puerto Rico,1987,25.4,130.4741,69.7,26.9,126.4215,78.2
Portugal,1987,25.1,135.7598,70.6,25,133.0348,77.5
Paraguay,1987,23.9,131.612,65.4,24.1,127.1606,68.6
French Polynesia,1987,26.8,132.3522,71.4,27.8,127.2565,74.5
Qatar,1987,25.5,134.5473,72.2,27.2,134.7585,74.4
Romania,1987,24.8,135.7075,65.8,25.4,133.2534,72
Russia,1987,25,134.4131,63.9,26.6,133.2591,73.7
Rwanda,1987,21.8,131.9616,49.6,20.9,130.6415,53.5
Saudi Arabia,1987,25.7,131.9876,66.1,27.1,131.9251,69.2
Sudan,1987,20.9,129.2448,38.9,21.2,125.3018,49.3
Senegal,1987,20.6,131.1902,52.9,22,128.3179,56.8
Singapore,1987,23,129.3751,72.3,23.5,127.4865,77.3
Solomon Islands,1987,24.8,123.5614,62.2,25.1,119.2975,68.1
Sierra Leone,1987,21.6,133.266,42.9,21.9,131.7297,45.2
El Salvador,1987,24.2,125.5323,54,24.5,121.3952,65.7
Somalia,1987,21.2,129.9671,47.5,21.2,127.5227,50.3
Serbia,1987,25.9,139.5773,66.1,26.1,135.3134,72.3
Sao Tome and Principe,1987,21.6,135.5685,59.4,22.2,131.8519,62.6
Suriname,1987,23.6,128.8061,60.1,25.3,126.0993,66.5
Slovak Republic,1987,25.8,137.3486,67.2,26.2,134.5391,75.1
Slovenia,1987,26,138.3376,67.7,26.3,135.0211,75.9
Sweden,1987,25,134.7906,74.2,24.5,129.9532,80.1
Seychelles,1987,22.9,135.6073,64.4,25.4,130.6084,74.4
Syria,1987,25,128.208,67.8,26.6,128.6068,70.9
Chad,1987,20.4,129.402,38.8,19.6,124.0833,47.4
Togo,1987,21,131.7874,52.2,20.7,127.8228,56
Thailand,1987,20.9,121.9254,66,22.2,118.8728,72.9
Tajikistan,1987,24.3,133.6942,59,24.4,130.0617,63.5
Turkmenistan,1987,24.6,134.5509,60.2,24.2,131.1864,66.4
Timor-Leste,1987,20,121.6449,29.8,20.1,117.8797,45
Tonga,1987,27.6,127.2074,63.4,29.1,121.6062,71
Trinidad and Tobago,1987,25.1,129.7454,65.4,26.6,125.07,71.2
Tunisia,1987,22.8,129.0936,66.9,25.4,130.383,71.1
Turkey,1987,24.2,125.985,63,26.7,127.6148,69.9
Taiwan,1987,23,127.3328,71.5,22.7,122.1451,76.5
Tanzania,1987,21.5,126.0331,49.5,21.4,124.6333,54.1
Uganda,1987,21.4,130.3949,43.7,20.7,128.1172,49.6
Ukraine,1987,25,138.6952,65.5,26.3,135.0167,74.3
Uruguay,1987,24.7,132.7124,68.8,23.9,127.3957,76.6
United States,1987,26.3,128.2443,71.3,25.9,122.7663,78.4
Uzbekistan,1987,24.8,129.5506,61.9,24.4,125.8997,68
Venezuela,1987,25.3,134.0537,68.8,25.5,129.5669,73.3
British Virgin Islands,1987,24.1,131.7243,73.1,25.5,127.1671,74.1
Vietnam,1987,19.2,122.8168,64.2,19.1,118.3846,72.6
Vanuatu,1987,24.2,131.6452,62.3,24.3,126.6949,67.6
Samoa,1987,27,129.8745,64.1,28.6,123.1847,70.5
South Africa,1987,23.4,134.1075,60,27.3,132.791,66
Zambia,1987,19.9,129.3319,48.6,21.6,127.3958,52
Zimbabwe,1987,21.6,130.292,58.7,25,129.9719,64.9
Afghanistan,1988,21.3,125.3434,41.6,20.7,123.5137,46.6
Angola,1988,21,133.6655,38.3,20.7,129.7407,45.2
Albania,1988,25.3,133.2701,69.6,25.2,131.2248,75.8
Andorra,1988,26,136.0668,74.9,25.8,131.6667,81.8
United Arab Emirates,1988,25.8,132.7755,69.9,27.8,129.9304,74.6
Argentina,1988,25.8,128.3517,67.7,24.7,122.0847,74.4
Armenia,1988,24.2,135.7892,53,26.2,134.9252,54.6
Antigua and Barbuda,1988,24.1,131.9101,70.8,25.4,125.8496,76.1
Australia,1988,25.6,132.8903,73.2,24.6,126.3431,79.6
Austria,1988,25.2,135.3414,71.8,24.2,130.5588,78.5
Azerbaijan,1988,24.8,134.4053,58.9,26.6,131.2173,66.3
Burundi,1988,21.2,130.0714,40.6,19.9,128.7325,45.6
Belgium,1988,25.4,133.4893,72.2,24.9,128.5777,78.9
Benin,1988,21.1,131.8481,49.6,21.7,127.8669,55
Burkina Faso,1988,20.3,129.5487,48.2,20.1,126.273,50
Bangladesh,1988,20.2,124.0776,55.6,18.7,122.216,54.4
Bulgaria,1988,25.7,135.8007,68.3,25.7,133.5121,74.8
Bahrain,1988,24.9,132.7368,71.7,26,136.6343,73.3
Bahamas,1988,25.1,134.3779,65.8,26.9,129.8028,72.7
Bosnia and Herzegovina,1988,25.4,133.2558,68.9,25.4,132.8758,74.5
Belarus,1988,25,137.2355,65.8,26.1,133.4394,74.7
Belize,1988,25,126.5468,69.1,26.7,120.8332,72.6
Bermuda,1988,26.1,136.0899,70.8,28.6,132.287,79.2
Bolivia,1988,23.3,128.2902,53.8,24.2,124.1765,56.5
Brazil,1988,23.4,134.3477,62.9,24.5,131.4644,68.1
Barbados,1988,24.8,131.5606,70.1,27.3,127.8572,75.1
Brunei,1988,23.4,133.0452,69.7,23,128.3344,73.3
Bhutan,1988,21.8,124.0225,53.5,20.8,122.1008,55.8
Botswana,1988,20,132.3501,58.5,24.2,131.3568,65
Canada,1988,25.9,129.9012,73.6,24.9,123.7794,80.2
Switzerland,1988,25.4,134.3887,73.9,23.9,127.5056,80.7
Chile,1988,25,131.7751,69.5,24.9,128.4758,75.5
China,1988,21.8,125.0584,65.2,22.1,123.442,70.1
Cote d'Ivoire,1988,21.5,133.738,51.1,21.9,130.4228,55.3
Cameroon,1988,22.4,130.8344,53.7,22.5,126.2396,56.2
"Congo, Dem. Rep.",1988,20.7,131.8534,46.7,20.3,129.2834,48.8
"Congo, Rep.",1988,21.1,135.6426,54.5,21,133.2081,59.5
Colombia,1988,22.8,128.6668,64.6,24.4,125.6615,72.4
Comoros,1988,21.3,130.8019,53.9,21.3,128.1224,56.1
Cape Verde,1988,21.3,134.6987,62.5,21.9,131.173,65.3
Costa Rica,1988,24.3,128.623,74.2,24.3,123.5914,78.1
Cuba,1988,23.4,129.3217,72,24.8,126.4361,76.1
Cyprus,1988,25.8,132.801,71,24.5,128.857,75.3
Germany,1988,25.9,137.9209,71.9,25.1,132.8069,78.3
Djibouti,1988,21.9,132.4463,53.3,22.7,129.9053,57.1
Dominica,1988,22.9,132.2364,68.4,26.1,130.5817,74.5
Denmark,1988,24.7,133.0388,72,23.8,126.7681,77.6
Algeria,1988,22.9,130.8046,66,24.5,131.0466,67.9
Ecuador,1988,24.2,129.9417,65.2,25.4,126.0327,71
Egypt,1988,25,124.9802,61,26.9,124.9671,64.9
Eritrea,1988,20.2,123.1158,45.6,19.2,119.8682,50.6
Spain,1988,25.6,132.1236,73.6,25.4,128.6289,80.3
Estonia,1988,24.8,139.4115,65.6,25.4,134.9198,74.7
Ethiopia,1988,19.6,124.0322,43.2,19.2,119.3878,47
Finland,1988,25.6,138.9172,70.7,25.1,134.745,78.7
Fiji,1988,23.4,127.8102,62.8,25.1,125.0997,68
France,1988,24.9,135.2346,72.3,24.3,128.55,80.5
"Micronesia, Fed. Sts.",1988,25.5,129.3862,63.7,27.4,122.1504,70.3
Gabon,1988,22.7,138.7008,58.5,22.8,136.4271,61.5
United Kingdom,1988,25.4,136.1422,72.3,25,131.3436,78.1
Georgia,1988,25,138.4884,64.1,26.1,134.2544,72.6
Ghana,1988,21.2,129.129,52.8,21.5,127.1872,56.3
Guinea,1988,21.3,130.5003,45.8,20.9,129.5087,47.4
Gambia,1988,20.2,131.8303,48.5,21.2,127.6026,51.6
Guinea-Bissau,1988,21,129.7132,44.5,21.2,127.7378,48.2
Equatorial Guinea,1988,21.2,133.6044,48.9,20.8,130.5338,52.1
Greece,1988,25.1,130.3394,74.5,24.3,128.4442,79.6
Grenada,1988,23.7,129.5697,67.4,24.9,124.9127,72.7
Greenland,1988,24.8,136.2137,61.9,26.1,132.8965,67.6
Guatemala,1988,23.7,125.4556,59.5,23.9,121.6501,64.8
Guyana,1988,22.8,125.6513,59.4,24.2,122.3515,65
"Hong Kong, China",1988,22.6,130.2548,74.2,22.4,126.7863,79.9
Honduras,1988,23.6,126.8084,62.4,24.1,122.7688,66.4
Croatia,1988,25.5,137.8358,67.9,25.1,134.5782,75.7
Haiti,1988,23,127.3255,51.4,21.4,123.8408,53.9
Hungary,1988,25.8,139.059,66,25.4,133.4557,74
Indonesia,1988,20.2,126.0727,60.7,20.9,124.1953,63.8
India,1988,20.8,124.0818,57.1,20.6,123.3856,58.5
Ireland,1988,26,136.2864,71.7,25.1,128.502,77.3
Iran,1988,23.8,127.8184,60.5,24,126.5163,67
Iraq,1988,25.6,128.509,50.3,26.9,128.9923,66
Iceland,1988,25.4,132.7091,74.4,24.8,126.0469,79.6
Israel,1988,25.2,129.8889,74.2,25.2,128.2839,77.9
Italy,1988,25.5,135.1841,73.2,24.9,131.2637,79.7
Jamaica,1988,22.6,129.1892,70.6,25.2,126.0021,72.4
Jordan,1988,25.6,126.2047,67.9,28.5,126.1701,70.6
Japan,1988,22.3,132.8807,75.6,21.5,128.0307,81.3
Kazakhstan,1988,24.9,136.0497,60.5,25.6,132.896,69.8
Kenya,1988,20.7,127.4627,57.8,21.5,124.4337,61.2
Cambodia,1988,19.8,119.747,51.7,20,114.6973,56.6
Kiribati,1988,26.2,125.15,58.3,27,119.1018,61.5
Kuwait,1988,26.3,131.1893,72.8,28.6,131.3181,76.8
Lebanon,1988,24.8,129.7961,57.7,25.1,131.1652,65.9
Liberia,1988,21.4,131.3732,42.5,22,129.4899,45.5
Libya,1988,25.1,135.6127,66.5,27.4,135.1303,71.1
Sri Lanka,1988,20.7,125.5439,67.6,21.6,122.3841,76.5
Lesotho,1988,20.6,128.7093,55.3,25.5,126.786,64.5
Lithuania,1988,26,138.9582,66.5,26.5,135.8817,76.2
Luxembourg,1988,25.5,135.986,71.1,24.7,130.1204,78.7
Latvia,1988,25.3,137.8718,65.2,25.4,134.673,74.9
"Macao, China",1988,23.5,130.8006,74.3,24.2,129.2594,78.6
Morocco,1988,23.9,126.652,59.9,24.4,127.1777,62.9
Moldova,1988,24.7,135.4367,64.5,27,132.0284,71.5
Madagascar,1988,20.9,129.8331,49.3,20.4,127.7619,52
Maldives,1988,21.1,124.8069,61.6,23.4,121.595,62.8
Mexico,1988,25.4,127.3621,65.9,25.9,126.1938,72.9
Marshall Islands,1988,26,126.2159,59.1,27.1,121.7953,65.9
Mali,1988,20.4,126.2753,44.8,19.9,124.448,46
Malta,1988,26,133.6654,72.8,26,131.8611,76.7
Myanmar,1988,20,120.2167,53.7,20.4,118.2753,58.6
Montenegro,1988,25.7,136.9529,71.9,25.9,133.4189,80.8
Mongolia,1988,23.7,135.0235,55.3,24.9,129.8334,60.5
Mozambique,1988,20.5,132.3011,42,20.9,129.3203,45.7
Mauritania,1988,21.2,131.3851,57.6,23.6,127.2616,60.6
Mauritius,1988,22.9,132.8573,64.7,24,130.77440000000001,72.2
Malawi,1988,20.9,129.6986,41.4,21.1,126.5572,45.5
Malaysia,1988,22.4,125.9259,68.8,23.1,124.7535,73.2
Namibia,1988,21.2,135.4951,55.7,23.3,132.5701,64.8
Niger,1988,20.7,136.5437,40.7,20.5,129.2127,40.8
Nigeria,1988,21.2,130.6301,44.7,22.2,131.3043,47.5
Nicaragua,1988,24.4,128.4069,55.9,25.2,124.5403,65
Netherlands,1988,24.4,134.6661,73.7,24.2,128.332,80.2
Norway,1988,25.1,137.9464,73.1,24.3,132.8196,79.6
Nepal,1988,20.7,123.9328,53.1,19.1,121.6247,53
Nauru,1988,30,134.0465,59.2,30.5,131.1863,65.8
New Zealand,1988,25.8,132.0095,71.4,25,125.606,77.6
Oman,1988,23.9,130.8143,66.6,25.6,130.7695,71
Pakistan,1988,21.6,124.3724,58.5,22.3,124.5506,60.4
Panama,1988,24.2,129.9561,67.9,25,125.3685,74.2
Peru,1988,23.4,127.8182,60.9,25.4,124.1443,66.6
Philippines,1988,21.7,125.1102,63.1,21.8,122.3491,66.7
Palau,1988,26.6,130.6987,55.9,27.5,126.4777,69.5
Papua New Guinea,1988,22.8,118.9472,57.4,22.3,113.0483,62
Poland,1988,25.3,136.3418,66.8,25.7,133.9099,75.3
Puerto Rico,1988,25.5,130.338,69.7,27,126.259,78.2
Portugal,1988,25.1,135.6603,70.5,25.1,132.8675,77.6
Paraguay,1988,23.9,131.3983,65.7,24.2,126.955,69
French Polynesia,1988,27,132.4795,71.9,28,127.1088,75.1
Qatar,1988,25.6,133.9737,72.5,27.2,134.1935,74.2
Romania,1988,24.8,135.6434,65.9,25.4,133.0612,72.2
Russia,1988,25,134.2241,63.7,26.6,133.0069,73.6
Rwanda,1988,21.8,131.9897,49.4,21,130.7138,52.7
Saudi Arabia,1988,25.8,131.4106,66.7,27.2,131.4537,69.8
Sudan,1988,20.9,129.2274,30.8,21.3,125.4991,43.2
Senegal,1988,20.7,131.0592,53.7,22.1,128.3868,57.9
Singapore,1988,23.1,129.2453,72.2,23.5,127.2426,77.2
Solomon Islands,1988,24.9,123.5916,62.5,25.3,119.4557,68.3
Sierra Leone,1988,21.7,133.1262,42.9,22,131.9202,45.2
El Salvador,1988,24.2,125.3263,56.4,24.6,121.2395,66.7
Somalia,1988,21.2,129.9803,39.9,21.3,127.6714,48.5
Serbia,1988,25.9,139.5639,66.5,26.1,135.1195,72.7
Sao Tome and Principe,1988,21.6,135.2516,59.6,22.3,131.8789,63.1
Suriname,1988,23.7,128.5295,60.4,25.4,125.9449,66.8
Slovak Republic,1988,25.9,137.3434,67,26.2,134.2948,75.4
Slovenia,1988,26,138.2759,68.4,26.3,134.7532,76.7
Sweden,1988,25.1,134.5576,74.1,24.6,129.6995,79.9
Seychelles,1988,23,135.6275,65.5,25.5,130.6623,74.2
Syria,1988,25.1,128.0772,68.1,26.7,128.5483,71.4
Chad,1988,20.4,129.3774,44.1,19.7,124.3755,47.5
Togo,1988,21,131.5199,52.5,20.8,127.8994,56.2
Thailand,1988,21.1,121.9269,66.2,22.3,118.9873,73.2
Tajikistan,1988,24.3,133.6362,59.2,24.4,130.027,64.4
Turkmenistan,1988,24.6,134.4186,60.4,24.2,131.0644,66.9
Timor-Leste,1988,20.1,121.6943,30,20.2,118.0853,44.8
Tonga,1988,27.8,127.3815,63.5,29.4,121.8586,71.2
Trinidad and Tobago,1988,25.1,129.4363,66.1,26.6,124.881,70.8
Tunisia,1988,22.9,128.9917,67.6,25.6,130.3544,71.7
Turkey,1988,24.3,125.9957,63.5,26.8,127.7559,70.5
Taiwan,1988,23.1,127.2189,71.2,22.7,121.916,76.3
Tanzania,1988,21.5,126.1313,49.8,21.5,124.9381,54.1
Uganda,1988,21.4,130.4688,43.9,20.7,128.4614,49.6
Ukraine,1988,25,138.4877,65.5,26.3,134.8228,74.2
Uruguay,1988,24.7,132.5131,69,24,127.1841,76.8
United States,1988,26.4,127.9626,71.3,26.1,122.5227,78.3
Uzbekistan,1988,24.8,129.3421,62.1,24.5,125.7349,68.2
Venezuela,1988,25.4,133.7961,69,25.6,129.2399,73.6
British Virgin Islands,1988,24.2,131.5725,73,25.6,127.1696,74.7
Vietnam,1988,19.3,122.8663,64.2,19.2,118.5862,72.8
Vanuatu,1988,24.3,131.6827,63.6,24.5,126.9253,69.3
Samoa,1988,27.2,129.9341,64.4,28.8,123.2781,70.7
South Africa,1988,23.4,133.9315,60.1,27.4,132.6738,66.5
Zambia,1988,19.9,129.2855,47.9,21.7,127.4855,51
Zimbabwe,1988,21.6,130.2639,58.3,25,130.1199,64.3
Afghanistan,1989,21.3,125.2586,42.9,20.7,123.5832,47.6
Angola,1989,21.1,133.6416,38.6,20.8,129.8161,45.3
Albania,1989,25.3,133.2469,69.9,25.1,131.097,76.1
Andorra,1989,26,135.7991,74.7,25.8,131.2018,81.9
United Arab Emirates,1989,25.9,132.0889,70.1,27.9,129.3502,74.8
Argentina,1989,25.9,127.9743,68.1,24.8,121.8017,74.7
Armenia,1989,24.2,135.6912,65.3,26.2,134.7779,71.9
Antigua and Barbuda,1989,24.2,131.858,70.8,25.5,125.8822,75.9
Australia,1989,25.7,132.8218,73.1,24.7,126.0403,79.4
Austria,1989,25.3,135.1727,71.9,24.2,130.3281,78.7
Azerbaijan,1989,24.8,134.2833,58.9,26.7,131.12,66
Burundi,1989,21.3,130.2301,43.8,20,128.925,47.5
Belgium,1989,25.4,133.4115,72.3,24.9,128.4752,78.9
Benin,1989,21.2,131.6394,50,21.8,128.0542,55.4
Burkina Faso,1989,20.3,129.3364,48.2,20.1,126.5352,50.1
Bangladesh,1989,20.2,124.135,56.1,18.8,122.4425,54
Bulgaria,1989,25.8,135.7647,68.3,25.7,133.2516,74.9
Bahrain,1989,25,132.4822,71.8,26.1,136.4095,73.7
Bahamas,1989,25.3,134.0934,66.3,27.1,129.5327,72.8
Bosnia and Herzegovina,1989,25.4,133.1962,69,25.4,132.9579,74.4
Belarus,1989,25,137.0719,65.6,26.1,133.201,74.1
Belize,1989,25.1,126.4467,68.8,26.8,120.8377,72.8
Bermuda,1989,26.2,135.706,70.8,28.7,131.8633,77.9
Bolivia,1989,23.3,128.0897,54.3,24.4,124.1354,57.2
Brazil,1989,23.5,134.0351,63.3,24.6,131.1362,68.5
Barbados,1989,24.9,131.3483,70.1,27.4,127.7221,75.2
Brunei,1989,23.5,132.664,69.8,23,128.0002,73.5
Bhutan,1989,21.8,124.1988,54.2,20.9,122.4651,56.6
Botswana,1989,20.1,132.4836,58,24.3,131.6661,64.8
Canada,1989,26,129.8791,73.9,25.1,123.6425,80.4
Switzerland,1989,25.4,134.1333,74.1,23.9,127.1458,80.9
Chile,1989,25,131.7696,69.2,25,128.3259,75.7
China,1989,21.9,124.8782,65.5,22.1,123.3008,70.3
Cote d'Ivoire,1989,21.5,133.4855,50.9,22,130.4788,55.1
Cameroon,1989,22.4,130.4399,53.7,22.6,126.069,56.2
"Congo, Dem. Rep.",1989,20.7,131.7005,47.1,20.4,129.2886,49.2
"Congo, Rep.",1989,21.1,135.4415,54.4,21.1,133.12,58.6
Colombia,1989,22.9,128.3203,64.6,24.6,125.4155,72.8
Comoros,1989,21.4,130.8546,54.1,21.4,128.3484,56.5
Cape Verde,1989,21.4,134.5392,62.8,22,131.4855,65.8
Costa Rica,1989,24.4,128.4105,74.1,24.4,123.5199,78.5
Cuba,1989,23.5,129.2079,72,24.9,126.3496,76.2
Cyprus,1989,25.8,132.8298,71.4,24.6,128.6207,75.6
Germany,1989,25.9,137.9165,72.1,25.1,132.6308,78.5
Djibouti,1989,22,132.2677,53.4,22.8,129.8415,57.1
Dominica,1989,23.1,132.1003,66.6,26.3,130.6284,72.6
Denmark,1989,24.7,132.9354,72,23.9,126.4891,77.8
Algeria,1989,23,130.5779,66.1,24.6,131.0389,68.1
Ecuador,1989,24.3,129.6762,65.8,25.5,125.9804,71.8
Egypt,1989,25.1,124.9513,61.8,27,124.9993,65.3
Eritrea,1989,20.2,123.3258,45.2,19.3,120.1616,50.5
Spain,1989,25.6,131.8662,73.5,25.4,128.239,80.5
Estonia,1989,24.8,139.2624,65.4,25.3,134.4292,75.1
Ethiopia,1989,19.6,124.2492,43.1,19.2,119.7169,47.1
Finland,1989,25.7,138.6051,70.9,25.2,134.4209,78.9
Fiji,1989,23.5,127.7929,63,25.3,125.235,68
France,1989,24.9,135.01,72.4,24.4,128.2122,80.7
"Micronesia, Fed. Sts.",1989,25.6,129.4604,63.9,27.6,122.2856,70.6
Gabon,1989,22.8,138.3647,58.8,22.9,136.2087,61.7
United Kingdom,1989,25.5,136.3664,72.6,25.1,131.4704,78.1
Georgia,1989,25,138.437,63.8,26.1,134.1381,72.6
Ghana,1989,21.3,129.0709,53.5,21.6,127.4538,56.9
Guinea,1989,21.3,130.3171,46.2,21,129.6505,47.5
Gambia,1989,20.2,131.6715,49,21.4,127.7827,52.3
Guinea-Bissau,1989,21,129.5615,44.9,21.3,128.0323,48.6
Equatorial Guinea,1989,21.2,133.4797,49,20.8,130.589,52.3
Greece,1989,25.1,130.181,74.5,24.3,128.1744,79.8
Grenada,1989,23.8,129.4453,67.7,25,124.9583,73
Greenland,1989,24.9,135.8676,62.1,26.2,132.4727,68
Guatemala,1989,23.8,125.2346,59.7,24,121.5061,65.3
Guyana,1989,22.8,125.583,59.5,24.2,122.3925,65.2
"Hong Kong, China",1989,22.8,129.8164,74.5,22.5,126.2986,80.1
Honduras,1989,23.7,126.6326,62.9,24.2,122.7403,67
Croatia,1989,25.6,137.7672,68.2,25,134.3509,75.7
Haiti,1989,23,127.2358,51.5,21.5,123.85,54
Hungary,1989,25.9,138.9673,65.2,25.4,133.1709,73.7
Indonesia,1989,20.3,126.059,61.1,21,124.4452,64.3
India,1989,20.7,124.2613,57.5,20.6,123.6772,59.1
Ireland,1989,26.1,136.1527,71.7,25.1,128.4411,77.3
Iran,1989,23.8,127.4372,63.9,24.1,126.3199,67.7
Iraq,1989,25.7,128.1741,53.3,27,128.7706,63.6
Iceland,1989,25.4,132.3309,75.7,24.9,125.6512,80.2
Israel,1989,25.2,129.6679,74.8,25.3,128.0803,78.5
Italy,1989,25.5,135.1637,73.6,24.9,130.9214,80.2
Jamaica,1989,22.6,129.0552,71.1,25.3,125.9037,73.2
Jordan,1989,25.7,125.9129,68.2,28.5,126.0384,71
Japan,1989,22.3,132.7547,76,21.6,127.8325,81.8
Kazakhstan,1989,25,135.8868,60.4,25.7,132.6604,69.6
Kenya,1989,20.7,127.5839,57.3,21.6,124.6575,60.7
Cambodia,1989,19.9,119.9036,51.8,20.1,114.9563,57.5
Kiribati,1989,26.3,125.1819,58.8,27.1,119.1186,62
Kuwait,1989,26.4,130.8239,73.1,28.7,130.9727,77.1
Lebanon,1989,24.9,129.2718,57.6,25.1,130.9362,71.6
Liberia,1989,21.4,131.0454,41.9,22,129.4504,45.1
Libya,1989,25.2,134.9045,66.8,27.4,134.7879,71.6
Sri Lanka,1989,20.8,125.5352,65.1,21.7,122.4306,75.5
Lesotho,1989,20.7,128.7521,55.4,25.6,127.0577,64.1
Lithuania,1989,26,138.7618,66.3,26.4,135.5101,76.4
Luxembourg,1989,25.6,135.8418,71.4,24.8,129.8752,77.9
Latvia,1989,25.3,137.7181,64.9,25.4,134.3028,75.2
"Macao, China",1989,23.6,130.4733,74.7,24.2,128.81,79.1
Morocco,1989,23.9,126.5607,60.4,24.5,127.2631,63.5
Moldova,1989,24.7,135.2263,64.9,27,131.9596,72.1
Madagascar,1989,20.9,129.9074,49.8,20.5,127.9877,52.5
Maldives,1989,21.2,124.8753,62.3,23.5,121.8539,63.5
Mexico,1989,25.5,127.0625,66.2,26.1,125.8182,73.3
Marshall Islands,1989,26.2,126.2339,59.3,27.4,121.818,65.7
Mali,1989,20.5,126.1258,45.5,20.1,124.6927,46.2
Malta,1989,26.1,133.531,73.2,26.1,131.5265,77.5
Myanmar,1989,20,120.2572,54.2,20.4,118.4032,59.1
Montenegro,1989,25.7,136.867,71.4,25.9,133.2327,79.9
Mongolia,1989,23.8,134.9857,55.8,25,129.8481,61.1
Mozambique,1989,20.6,132.3938,42.3,21,129.6681,46
Mauritania,1989,21.3,131.1392,57.7,23.7,127.4386,60.9
Mauritius,1989,23,132.8873,65.2,24.1,130.8399,72.8
Malawi,1989,20.9,129.6936,41.3,21.1,126.7641,45.5
Malaysia,1989,22.5,125.8481,69,23.2,124.7407,73.4
Namibia,1989,21.2,135.3272,59.4,23.3,132.541,65.7
Niger,1989,20.7,136.0819,41,20.6,129.3589,41.3
Nigeria,1989,21.3,130.3398,44.8,22.3,131.5292,47.6
Nicaragua,1989,24.5,128.0748,59.1,25.3,124.2868,65.9
Netherlands,1989,24.4,134.3874,73.7,24.2,128.0933,79.9
Norway,1989,25.1,137.6688,73.3,24.3,132.4456,79.8
Nepal,1989,20.7,123.8895,54.1,19.1,121.9211,54.1
Nauru,1989,30.2,133.9299,59.2,30.8,130.909,65.7
New Zealand,1989,25.9,131.8111,71.8,25.1,125.3372,78
Oman,1989,24,130.6808,67.1,25.7,130.7257,71.7
Pakistan,1989,21.6,124.2825,58.7,22.3,124.7044,60.7
Panama,1989,24.3,129.7135,66.4,25.1,125.1303,74
Peru,1989,23.5,127.5181,61.6,25.4,123.8195,67.3
Philippines,1989,21.7,125.0278,63.7,21.9,122.3602,67.3
Palau,1989,26.7,130.632,56.2,27.7,126.3675,69.3
Papua New Guinea,1989,22.9,119.1534,57.7,22.5,113.4378,62.3
Poland,1989,25.4,136.1405,66.5,25.7,133.4725,75.2
Puerto Rico,1989,25.6,130.2241,69.7,27.1,126.0998,78.2
Portugal,1989,25.2,135.6127,71.1,25.1,132.7368,78.2
Paraguay,1989,24,131.1945,65.8,24.3,126.7454,69.2
French Polynesia,1989,27.2,132.3817,72.2,28.2,126.9262,75.5
Qatar,1989,25.7,133.4785,72.9,27.3,133.6633,74.8
Romania,1989,24.8,135.4972,66.1,25.3,132.8465,72.6
Russia,1989,25,134.0005,63.5,26.6,132.7075,74.1
Rwanda,1989,21.8,132.0654,48.8,21,130.878,51.7
Saudi Arabia,1989,25.8,130.8871,67.2,27.2,131.0081,70.4
Sudan,1989,21,129.2749,45.6,21.3,125.7118,53.7
Senegal,1989,20.7,130.9166,54.3,22.2,128.4321,58.7
Singapore,1989,23.1,129.1859,72.4,23.5,127.035,77.4
Solomon Islands,1989,25,123.7148,62.7,25.4,119.6576,68.5
Sierra Leone,1989,21.7,132.9912,42.9,22,132.0953,45.1
El Salvador,1989,24.3,125.1271,52.9,24.8,121.1039,67.3
Somalia,1989,21.2,130.0443,43.2,21.4,127.8934,50.7
Serbia,1989,25.9,139.5225,66.7,26.1,134.906,73
Sao Tome and Principe,1989,21.7,134.9173,58.4,22.4,131.9601,62
Suriname,1989,23.7,128.3416,61.2,25.5,125.8033,67
Slovak Republic,1989,25.9,137.2964,66.8,26.2,134.0407,75.3
Slovenia,1989,26,138.1853,68.9,26.3,134.4782,77.3
Sweden,1989,25.1,134.3727,74.8,24.6,129.4648,80.6
Seychelles,1989,23.1,135.6814,65,25.6,130.7539,74.6
Syria,1989,25.1,127.9214,68.2,26.7,128.3894,71.5
Chad,1989,20.5,129.4091,44,19.8,124.6668,47.7
Togo,1989,21,131.2897,52.6,20.8,128.0089,56.3
Thailand,1989,21.2,122.027,66.6,22.4,119.1503,73.7
Tajikistan,1989,24.3,133.5172,59.3,24.4,129.9913,64.5
Turkmenistan,1989,24.6,134.2152,60.5,24.3,130.9221,66.9
Timor-Leste,1989,20.1,121.7586,43,20.3,118.2839,46.3
Tonga,1989,27.9,127.5337,63.7,29.7,122.0816,71.3
Trinidad and Tobago,1989,25.1,129.1632,65.8,26.6,124.688,71.2
Tunisia,1989,22.9,128.8901,67.6,25.7,130.3399,71.8
Turkey,1989,24.4,125.9941,63.9,26.9,127.8844,71
Taiwan,1989,23.1,127.0814,71.3,22.8,121.6809,76.7
Tanzania,1989,21.5,126.2281,49.6,21.6,125.2644,54
Uganda,1989,21.5,130.5636,43.7,20.8,128.8366,49.3
Ukraine,1989,25,138.242,65.4,26.3,134.6244,74.7
Uruguay,1989,24.8,132.3286,69.1,24.1,126.9777,77
United States,1989,26.5,127.6919,71.6,26.2,122.2921,78.6
Uzbekistan,1989,24.8,129.0847,62.2,24.6,125.5746,68.3
Venezuela,1989,25.4,133.5895,68.9,25.7,128.861,73.9
British Virgin Islands,1989,24.3,131.4322,73.4,25.7,127.1633,74.8
Vietnam,1989,19.3,122.951,64.7,19.3,118.7982,73.5
Vanuatu,1989,24.4,131.7563,63.7,24.7,127.181,69.4
Samoa,1989,27.3,130.0036,64.6,29.1,123.2887,71
